"","nhood_month_year","avg_rent.mq","year","nhood"
"1","2011 alamo square",3.39610082868905,"2011","alamo square"
"2","2011 bayview",1.67888239033694,"2011","bayview"
"3","2011 bernal",2.56352760753687,"2011","bernal"
"4","2011 candlestick point",2.35228226540056,"2011","candlestick point"
"5","2011 castro",3.36225662055667,"2011","castro"
"6","2011 CCSF",1.8606817905924,"2011","CCSF"
"7","2011 civic / van ness",3.7219111801863,"2011","civic / van ness"
"8","2011 cole valley",3.25138177036896,"2011","cole valley"
"9","2011 diamond heights",2.7257356382041,"2011","diamond heights"
"10","2011 downtown",3.19200194704037,"2011","downtown"
"11","2011 excelsior / outer mission",1.88625297227121,"2011","excelsior / outer mission"
"12","2011 financial district",4.9975362431189,"2011","financial district"
"13","2011 glen park",2.33818799986563,"2011","glen park"
"14","2011 haight ashbury",2.87347443326686,"2011","haight ashbury"
"15","2011 hayes valley",3.31270537804874,"2011","hayes valley"
"16","2011 ingleside",2.40812623264696,"2011","ingleside"
"17","2011 inner richmond",2.07084953497631,"2011","inner richmond"
"18","2011 inner sunset",2.80421664453051,"2011","inner sunset"
"19","2011 lakeshore",2.48019480519481,"2011","lakeshore"
"20","2011 lower haight",2.87561553030303,"2011","lower haight"
"21","2011 lower pac hts",3.33993092911272,"2011","lower pac hts"
"22","2011 marina / cow hollow",3.31370913049135,"2011","marina / cow hollow"
"23","2011 mission district",2.64300551486242,"2011","mission district"
"24","2011 nob hill",3.53128876360946,"2011","nob hill"
"25","2011 noe valley",2.89020994766837,"2011","noe valley"
"26","2011 NOPA",2.83235294117647,"2011","NOPA"
"27","2011 north beach / telegraph hill",3.70636100170875,"2011","north beach / telegraph hill"
"28","2011 outer richmond",2.620670995671,"2011","outer richmond"
"29","2011 outer sunset",2.04077038742276,"2011","outer sunset"
"30","2011 pacific heights",3.2379197634471,"2011","pacific heights"
"31","2011 parkside",2.10531710322362,"2011","parkside"
"32","2011 portola",2.27182078869124,"2011","portola"
"33","2011 potrero hill",3.01069566373567,"2011","potrero hill"
"34","2011 presidio hts / laurel hts / lake st",2.77670865876,"2011","presidio hts / laurel hts / lake st"
"35","2011 russian hill",3.25520631353836,"2011","russian hill"
"36","2011 san francisco",1.84997832868889,"2011","san francisco"
"37","2011 sea cliff",2.31813800804491,"2011","sea cliff"
"38","2011 SOMA / south beach",3.91671787493806,"2011","SOMA / south beach"
"39","2011 tenderloin",3.63451858813701,"2011","tenderloin"
"40","2011 treasure island",0.666666666666667,"2011","treasure island"
"41","2011 twin peaks",3.07333242296423,"2011","twin peaks"
"42","2011 USF / anza vista",3.05604138257794,"2011","USF / anza vista"
"43","2011 visitacion valley",1.7648275862069,"2011","visitacion valley"
"44","2011 west portal / forest hills",1.94038303923172,"2011","west portal / forest hills"
"45","2012 alamo square",3.51716298143561,"2012","alamo square"
"46","2012 bayview",1.68077357406951,"2012","bayview"
"47","2012 bernal",2.78931799839403,"2012","bernal"
"48","2012 candlestick point",2.39197224273787,"2012","candlestick point"
"49","2012 castro",3.13751584389163,"2012","castro"
"50","2012 CCSF",2.33461828866505,"2012","CCSF"
"51","2012 civic / van ness",3.5218940781656,"2012","civic / van ness"
"52","2012 cole valley",3.0059642258849,"2012","cole valley"
"53","2012 diamond heights",2.7648343274779,"2012","diamond heights"
"54","2012 downtown",2.89054812832766,"2012","downtown"
"55","2012 excelsior / outer mission",2.14579959759909,"2012","excelsior / outer mission"
"56","2012 financial district",4.63550725275663,"2012","financial district"
"57","2012 glen park",2.33727868764689,"2012","glen park"
"58","2012 haight ashbury",3.12523551948287,"2012","haight ashbury"
"59","2012 hayes valley",3.07961261955571,"2012","hayes valley"
"60","2012 ingleside",2.54438085753566,"2012","ingleside"
"61","2012 inner richmond",2.28462387472662,"2012","inner richmond"
"62","2012 inner sunset",2.81416648196244,"2012","inner sunset"
"63","2012 lakeshore",2.27344061264742,"2012","lakeshore"
"64","2012 lower haight",2.21992505896627,"2012","lower haight"
"65","2012 lower pac hts",3.68433421476864,"2012","lower pac hts"
"66","2012 marina / cow hollow",3.40673236194543,"2012","marina / cow hollow"
"67","2012 mission district",2.60492130928958,"2012","mission district"
"68","2012 nob hill",3.59851987750009,"2012","nob hill"
"69","2012 noe valley",2.89199637564845,"2012","noe valley"
"70","2012 NOPA",2.6863192901762,"2012","NOPA"
"71","2012 north beach / telegraph hill",3.74895342172984,"2012","north beach / telegraph hill"
"72","2012 outer richmond",2.18906667350136,"2012","outer richmond"
"73","2012 outer sunset",2.2933535285631,"2012","outer sunset"
"74","2012 pacific heights",3.49381461116157,"2012","pacific heights"
"75","2012 parkside",2.010432880977,"2012","parkside"
"76","2012 portola",2.41488371029407,"2012","portola"
"77","2012 potrero hill",2.7858765250775,"2012","potrero hill"
"78","2012 presidio hts / laurel hts / lake st",3.23030862959727,"2012","presidio hts / laurel hts / lake st"
"79","2012 russian hill",3.53410786186947,"2012","russian hill"
"80","2012 san francisco",1.95855276510868,"2012","san francisco"
"81","2012 sea cliff",2.31362462320449,"2012","sea cliff"
"82","2012 SOMA / south beach",3.89922974115011,"2012","SOMA / south beach"
"83","2012 tenderloin",3.65921296296296,"2012","tenderloin"
"84","2012 treasure island",1.00529411764706,"2012","treasure island"
"85","2012 twin peaks",2.09615384615384,"2012","twin peaks"
"86","2012 USF / anza vista",2.62915085374333,"2012","USF / anza vista"
"87","2012 visitacion valley",1.98667497627849,"2012","visitacion valley"
"88","2012 west portal / forest hills",2.37736740705817,"2012","west portal / forest hills"
"89","2012 western addition",2.41565902351022,"2012","western addition"
"90","2013 alamo square",3.44444444444444,"2013","alamo square"
"91","2013 bayview",2.2193625168972,"2013","bayview"
"92","2013 bernal",2.92470264208378,"2013","bernal"
"93","2013 candlestick point",2.32953941599181,"2013","candlestick point"
"94","2013 castro",3.76572227614876,"2013","castro"
"95","2013 CCSF",2.67959729185614,"2013","CCSF"
"96","2013 civic / van ness",4.26276246217292,"2013","civic / van ness"
"97","2013 cole valley",3.81456770351106,"2013","cole valley"
"98","2013 diamond heights",4.5958795562599,"2013","diamond heights"
"99","2013 downtown",3.45035593855377,"2013","downtown"
"100","2013 excelsior / outer mission",2.5898271539781,"2013","excelsior / outer mission"
"101","2013 financial district",4.76674883338352,"2013","financial district"
"102","2013 glen park",3.03573367369021,"2013","glen park"
"103","2013 haight ashbury",3.75484681358742,"2013","haight ashbury"
"104","2013 hayes valley",3.51846623495296,"2013","hayes valley"
"105","2013 inner richmond",3.00348670861665,"2013","inner richmond"
"106","2013 inner sunset",3.37089708720116,"2013","inner sunset"
"107","2013 lower haight",4.65673948299614,"2013","lower haight"
"108","2013 lower pac hts",3.97120979464125,"2013","lower pac hts"
"109","2013 marina / cow hollow",3.91938638431903,"2013","marina / cow hollow"
"110","2013 mission district",3.38653295046072,"2013","mission district"
"111","2013 nob hill",4.2859849178981,"2013","nob hill"
"112","2013 noe valley",3.35586537013068,"2013","noe valley"
"113","2013 NOPA",3.2130341226421,"2013","NOPA"
"114","2013 north beach / telegraph hill",4.24890922282761,"2013","north beach / telegraph hill"
"115","2013 outer richmond",2.46875,"2013","outer richmond"
"116","2013 outer sunset",2.87816618573378,"2013","outer sunset"
"117","2013 pacific heights",4.26905774524993,"2013","pacific heights"
"118","2013 parkside",2.54749613341593,"2013","parkside"
"119","2013 portola",2.38687668800876,"2013","portola"
"120","2013 potrero hill",3.48304228355955,"2013","potrero hill"
"121","2013 presidio hts / laurel hts / lake st",3.52302904882541,"2013","presidio hts / laurel hts / lake st"
"122","2013 russian hill",4.46314804430606,"2013","russian hill"
"123","2013 san francisco",2.19178145845897,"2013","san francisco"
"124","2013 sea cliff",2.34138632138494,"2013","sea cliff"
"125","2013 SOMA / south beach",4.24513726868676,"2013","SOMA / south beach"
"126","2013 tenderloin",4.07180555555555,"2013","tenderloin"
"127","2013 twin peaks",3.69654550596616,"2013","twin peaks"
"128","2013 USF / anza vista",3.6,"2013","USF / anza vista"
"129","2013 visitacion valley",2.18114367013111,"2013","visitacion valley"
"130","2013 west portal / forest hills",2.17767117614762,"2013","west portal / forest hills"
"131","2013 western addition",4.13278790822166,"2013","western addition"
"132","2014 alamo square",2.72290078257891,"2014","alamo square"
"133","2014 bayview",2.26815733590733,"2014","bayview"
"134","2014 bernal",4.09027562702667,"2014","bernal"
"135","2014 candlestick point",2.68109125117592,"2014","candlestick point"
"136","2014 castro",4.24586898479857,"2014","castro"
"137","2014 CCSF",3.0870288248337,"2014","CCSF"
"138","2014 civic / van ness",4.38234299984365,"2014","civic / van ness"
"139","2014 cole valley",3.70092466992683,"2014","cole valley"
"140","2014 diamond heights",3.35222897956461,"2014","diamond heights"
"141","2014 downtown",3.09877246910673,"2014","downtown"
"142","2014 excelsior / outer mission",2.98759011795384,"2014","excelsior / outer mission"
"143","2014 financial district",4.46713658100812,"2014","financial district"
"144","2014 glen park",3.33954594647776,"2014","glen park"
"145","2014 haight ashbury",3.08631181295125,"2014","haight ashbury"
"146","2014 hayes valley",4.18202489143251,"2014","hayes valley"
"147","2014 ingleside",3.12115620377025,"2014","ingleside"
"148","2014 inner richmond",3.32095141857419,"2014","inner richmond"
"149","2014 inner sunset",2.79912770156673,"2014","inner sunset"
"150","2014 lakeshore",3.97830902891487,"2014","lakeshore"
"151","2014 lower haight",4.28214285714286,"2014","lower haight"
"152","2014 lower pac hts",4.02610854808109,"2014","lower pac hts"
"153","2014 marina / cow hollow",3.97606514937389,"2014","marina / cow hollow"
"154","2014 mission district",3.74720330903977,"2014","mission district"
"155","2014 nob hill",4.65976819154187,"2014","nob hill"
"156","2014 noe valley",4.16087873880749,"2014","noe valley"
"157","2014 NOPA",4.46655518394649,"2014","NOPA"
"158","2014 north beach / telegraph hill",4.38243805705757,"2014","north beach / telegraph hill"
"159","2014 outer sunset",3.33593244222965,"2014","outer sunset"
"160","2014 pacific heights",3.96421347049968,"2014","pacific heights"
"161","2014 parkside",3.93406042695854,"2014","parkside"
"162","2014 portola",2.62475033491658,"2014","portola"
"163","2014 potrero hill",3.60629183606807,"2014","potrero hill"
"164","2014 presidio hts / laurel hts / lake st",4.38905625583257,"2014","presidio hts / laurel hts / lake st"
"165","2014 russian hill",4.39201948407136,"2014","russian hill"
"166","2014 san francisco",2.53222633723501,"2014","san francisco"
"167","2014 sea cliff",2.38591174063484,"2014","sea cliff"
"168","2014 SOMA / south beach",4.57824945292607,"2014","SOMA / south beach"
"169","2014 tenderloin",4.04988077443234,"2014","tenderloin"
"170","2014 USF / anza vista",3.86584160937102,"2014","USF / anza vista"
"171","2014 visitacion valley",2.31430076628353,"2014","visitacion valley"
"172","2014 west portal / forest hills",2.26461364085126,"2014","west portal / forest hills"
"173","2014 western addition",4.5,"2014","western addition"
"174","2015 alamo square",4.68215756458836,"2015","alamo square"
"175","2015 bayview",3.13956130280276,"2015","bayview"
"176","2015 bernal",4.25951172959771,"2015","bernal"
"177","2015 castro",4.58338436869203,"2015","castro"
"178","2015 CCSF",3.77804827781642,"2015","CCSF"
"179","2015 civic / van ness",4.86437838974673,"2015","civic / van ness"
"180","2015 cole valley",4.21320134891563,"2015","cole valley"
"181","2015 diamond heights",4.00169179724254,"2015","diamond heights"
"182","2015 downtown",4.27947453861927,"2015","downtown"
"183","2015 excelsior / outer mission",3.35318470536636,"2015","excelsior / outer mission"
"184","2015 financial district",5.01571627962121,"2015","financial district"
"185","2015 glen park",3.40824918282653,"2015","glen park"
"186","2015 haight ashbury",3.48025973450049,"2015","haight ashbury"
"187","2015 hayes valley",5.36587096112442,"2015","hayes valley"
"188","2015 ingleside",3.42398687660801,"2015","ingleside"
"189","2015 inner richmond",3.50338637748743,"2015","inner richmond"
"190","2015 inner sunset",3.80577905658943,"2015","inner sunset"
"191","2015 lakeshore",3.2312008461546,"2015","lakeshore"
"192","2015 lower haight",5.55973692470516,"2015","lower haight"
"193","2015 lower pac hts",4.66459204145248,"2015","lower pac hts"
"194","2015 marina / cow hollow",4.55363538581922,"2015","marina / cow hollow"
"195","2015 mission district",4.60667953517514,"2015","mission district"
"196","2015 nob hill",5.52591244891324,"2015","nob hill"
"197","2015 noe valley",4.38066998504455,"2015","noe valley"
"198","2015 NOPA",4.54040379878742,"2015","NOPA"
"199","2015 north beach / telegraph hill",4.61703958189556,"2015","north beach / telegraph hill"
"200","2015 outer sunset",3.38954310369656,"2015","outer sunset"
"201","2015 pacific heights",4.57106579062024,"2015","pacific heights"
"202","2015 parkside",3.43726421832688,"2015","parkside"
"203","2015 portola",3.0261175443732,"2015","portola"
"204","2015 potrero hill",4.47644286958062,"2015","potrero hill"
"205","2015 presidio hts / laurel hts / lake st",3.97047306499128,"2015","presidio hts / laurel hts / lake st"
"206","2015 russian hill",4.67921531790618,"2015","russian hill"
"207","2015 san francisco",3.00130144248481,"2015","san francisco"
"208","2015 sea cliff",2.95013813386098,"2015","sea cliff"
"209","2015 SOMA / south beach",5.06028001995477,"2015","SOMA / south beach"
"210","2015 tenderloin",5.03065352304632,"2015","tenderloin"
"211","2015 twin peaks",4.35909901926031,"2015","twin peaks"
"212","2015 USF / anza vista",4.01224587242679,"2015","USF / anza vista"
"213","2015 visitacion valley",2.86469047619047,"2015","visitacion valley"
"214","2015 west portal / forest hills",2.85935719951284,"2015","west portal / forest hills"
"215","2015 western addition",4.60832750268229,"2015","western addition"
"216","2016 alamo square",4.13888888888889,"2016","alamo square"
"217","2016 bayview",3.2624478764451,"2016","bayview"
"218","2016 bernal",3.63153023952601,"2016","bernal"
"219","2016 castro",4.46959721911492,"2016","castro"
"220","2016 CCSF",3.46532338314792,"2016","CCSF"
"221","2016 civic / van ness",4.83977190501053,"2016","civic / van ness"
"222","2016 cole valley",4.1473688844803,"2016","cole valley"
"223","2016 downtown",3.4176665087659,"2016","downtown"
"224","2016 excelsior / outer mission",3.84120796810576,"2016","excelsior / outer mission"
"225","2016 financial district",5.3174608666577,"2016","financial district"
"226","2016 glen park",3.73142135497766,"2016","glen park"
"227","2016 haight ashbury",3.73577734142621,"2016","haight ashbury"
"228","2016 hayes valley",5.03707577000714,"2016","hayes valley"
"229","2016 hunters point",3.26197757390418,"2016","hunters point"
"230","2016 ingleside",3.55889639171479,"2016","ingleside"
"231","2016 inner richmond",3.68861183608348,"2016","inner richmond"
"232","2016 inner sunset",3.6496423692506,"2016","inner sunset"
"233","2016 lakeshore",5.3122730573711,"2016","lakeshore"
"234","2016 lower haight",4.59236527003186,"2016","lower haight"
"235","2016 lower pac hts",4.32587073579095,"2016","lower pac hts"
"236","2016 marina / cow hollow",4.4422412763616,"2016","marina / cow hollow"
"237","2016 mission district",4.07255702268394,"2016","mission district"
"238","2016 nob hill",5.06253283101065,"2016","nob hill"
"239","2016 noe valley",4.35280282081591,"2016","noe valley"
"240","2016 NOPA",4.16989672823857,"2016","NOPA"
"241","2016 north beach / telegraph hill",4.56314695191123,"2016","north beach / telegraph hill"
"242","2016 outer richmond",3.11494252873563,"2016","outer richmond"
"243","2016 outer sunset",3.26083534492507,"2016","outer sunset"
"244","2016 pacific heights",4.55056750433859,"2016","pacific heights"
"245","2016 parkside",3.5273188404347,"2016","parkside"
"246","2016 portola",2.79443386055228,"2016","portola"
"247","2016 potrero hill",4.47660376951684,"2016","potrero hill"
"248","2016 presidio hts / laurel hts / lake st",4.28151577812885,"2016","presidio hts / laurel hts / lake st"
"249","2016 russian hill",4.72951674430428,"2016","russian hill"
"250","2016 san francisco",3.50601185380738,"2016","san francisco"
"251","2016 sea cliff",3.14826960134466,"2016","sea cliff"
"252","2016 SOMA / south beach",4.76625898207622,"2016","SOMA / south beach"
"253","2016 tenderloin",5.24191510651394,"2016","tenderloin"
"254","2016 treasure island",5.43108808290155,"2016","treasure island"
"255","2016 twin peaks",3.67175404728114,"2016","twin peaks"
"256","2016 USF / anza vista",4.35430952380953,"2016","USF / anza vista"
"257","2016 visitacion valley",3.59936470547702,"2016","visitacion valley"
"258","2016 west portal / forest hills",3.21361310543122,"2016","west portal / forest hills"
"259","2016 western addition",3.54098863110759,"2016","western addition"
"260","2017 alamo square",4.74017857142857,"2017","alamo square"
"261","2017 bayview",3.83842598725202,"2017","bayview"
"262","2017 bernal",4.45151291512915,"2017","bernal"
"263","2017 castro",4.54613057135297,"2017","castro"
"264","2017 CCSF",4.0546357615894,"2017","CCSF"
"265","2017 civic / van ness",4.52173974444665,"2017","civic / van ness"
"266","2017 diamond heights",2.65625,"2017","diamond heights"
"267","2017 excelsior / outer mission",2.79995954467345,"2017","excelsior / outer mission"
"268","2017 financial district",4.75943485738006,"2017","financial district"
"269","2017 glen park",3.95,"2017","glen park"
"270","2017 hayes valley",5.98313403086474,"2017","hayes valley"
"271","2017 ingleside",3.37607689136261,"2017","ingleside"
"272","2017 inner richmond",3.4485294117647,"2017","inner richmond"
"273","2017 inner sunset",3.89329329329329,"2017","inner sunset"
"274","2017 lakeshore",3.26635956332429,"2017","lakeshore"
"275","2017 lower haight",4.67643733078515,"2017","lower haight"
"276","2017 lower pac hts",4.85319097816919,"2017","lower pac hts"
"277","2017 marina / cow hollow",4.93429699859491,"2017","marina / cow hollow"
"278","2017 mission district",5.04985925256888,"2017","mission district"
"279","2017 nob hill",4.90377240453927,"2017","nob hill"
"280","2017 noe valley",5.96031746031746,"2017","noe valley"
"281","2017 NOPA",3.98171052631579,"2017","NOPA"
"282","2017 north beach / telegraph hill",5.50166666666667,"2017","north beach / telegraph hill"
"283","2017 outer sunset",3.4166520979021,"2017","outer sunset"
"284","2017 pacific heights",4.41444914461254,"2017","pacific heights"
"285","2017 parkside",3.79543551709622,"2017","parkside"
"286","2017 portola",3.49019607843137,"2017","portola"
"287","2017 potrero hill",5.5340069297442,"2017","potrero hill"
"288","2017 presidio hts / laurel hts / lake st",3.34506647052414,"2017","presidio hts / laurel hts / lake st"
"289","2017 russian hill",4.74142720764898,"2017","russian hill"
"290","2017 san francisco",2.97244380178756,"2017","san francisco"
"291","2017 sea cliff",2.94011720412547,"2017","sea cliff"
"292","2017 SOMA / south beach",4.73149199691349,"2017","SOMA / south beach"
"293","2017 tenderloin",4.68274677411438,"2017","tenderloin"
"294","2017 USF / anza vista",3.71742965367965,"2017","USF / anza vista"
"295","2017 visitacion valley",3.16221341119202,"2017","visitacion valley"
"296","2017 west portal / forest hills",7.95454545454545,"2017","west portal / forest hills"
"297","2018 alamo square",3.46666666666667,"2018","alamo square"
"298","2018 bayview",3.52632076148873,"2018","bayview"
"299","2018 bernal",4.00662244834033,"2018","bernal"
"300","2018 castro",4.12336751074794,"2018","castro"
"301","2018 CCSF",4.40277777777778,"2018","CCSF"
"302","2018 civic / van ness",5.12667953509577,"2018","civic / van ness"
"303","2018 cole valley",4.06317447984115,"2018","cole valley"
"304","2018 diamond heights",3.4161069195014,"2018","diamond heights"
"305","2018 downtown",3.88563302214669,"2018","downtown"
"306","2018 excelsior / outer mission",3.36030369484317,"2018","excelsior / outer mission"
"307","2018 financial district",4.9537104276069,"2018","financial district"
"308","2018 glen park",3.23333333333333,"2018","glen park"
"309","2018 haight ashbury",3.69386162108155,"2018","haight ashbury"
"310","2018 hayes valley",4.91085856388493,"2018","hayes valley"
"311","2018 hunters point",4.37601296596434,"2018","hunters point"
"312","2018 ingleside",3.9495563550665,"2018","ingleside"
"313","2018 inner richmond",3.74279539913725,"2018","inner richmond"
"314","2018 inner sunset",4.92194444444444,"2018","inner sunset"
"315","2018 lakeshore",2.83427230046948,"2018","lakeshore"
"316","2018 lower haight",5.99090909090909,"2018","lower haight"
"317","2018 lower pac hts",5.3398576260471,"2018","lower pac hts"
"318","2018 marina / cow hollow",4.10311075278162,"2018","marina / cow hollow"
"319","2018 mission district",4.20419917594619,"2018","mission district"
"320","2018 nob hill",4.64675208954019,"2018","nob hill"
"321","2018 noe valley",6.27898550724638,"2018","noe valley"
"322","2018 NOPA",7.77222971959816,"2018","NOPA"
"323","2018 north beach / telegraph hill",4.71137992831541,"2018","north beach / telegraph hill"
"324","2018 outer sunset",3.93229215887457,"2018","outer sunset"
"325","2018 pacific heights",4.33883699746829,"2018","pacific heights"
"326","2018 parkside",3.60037164557181,"2018","parkside"
"327","2018 portola",2.56646341463415,"2018","portola"
"328","2018 potrero hill",4.02488397706421,"2018","potrero hill"
"329","2018 presidio hts / laurel hts / lake st",4.33928003717199,"2018","presidio hts / laurel hts / lake st"
"330","2018 russian hill",4.96997739318981,"2018","russian hill"
"331","2018 san francisco",3.20037839549061,"2018","san francisco"
"332","2018 sea cliff",3.52252884216363,"2018","sea cliff"
"333","2018 SOMA / south beach",5.16147164533417,"2018","SOMA / south beach"
"334","2018 twin peaks",6.39558232931727,"2018","twin peaks"
"335","2018 USF / anza vista",4.14731481481482,"2018","USF / anza vista"
"336","2018 visitacion valley",3.50960101989514,"2018","visitacion valley"
"337","2018 west portal / forest hills",3.09392814528543,"2018","west portal / forest hills"
"338","2018 western addition",3.92992336159302,"2018","western addition"
